,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,inf,0.0,inf,100,1,0.06928
1,inf,0.0,inf,100,1,0.13855599999999998
2,inf,0.0,inf,100,1,0.20784
3,inf,0.0,inf,100,1,0.27712
4,inf,0.0,inf,100,1,0.3464
5,inf,0.0,inf,100,1,0.415684
6,inf,0.0,inf,100,1,0.48496399999999995
