,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,19.909502262443443,816.0384331116038,0.16736182937303515,200,15,0.004816
1,32.11678832116789,821.3031971961949,0.26472307100723186,150,11,0.007708
2,inf,2.632382042295496,inf,0,0,0.0769
3,inf,0.0,,0,0,0.146092
4,inf,0.0,,0,0,0.215276
5,inf,0.0,,0,0,0.284468
6,inf,0.0,,0,0,0.35365599999999997
7,inf,0.0,,0,0,0.422848
