,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,19.383259911894275,812.0898600481606,0.1601777903365787,200,15.0,0.0048519999999999995
1,32.95880149812734,819.987006175047,0.2971329956871911,150,16.5,0.007828
2,inf,2.632382042295496,inf,0,0.0,0.07701999999999999
3,inf,0.0,,0,0.0,0.146204
4,inf,0.0,,0,0.0,0.215396
5,inf,0.0,,0,0.0,0.284592
6,inf,0.0,,0,0.0,0.353776
7,inf,0.0,,0,0.0,0.42296799999999996
