,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,21.103117505995204,806.8250959635695,0.19234959359342055,200,30,0.0052
1,32.83582089552239,809.4574780058651,0.27156215249047144,150,14,0.008204
2,38.0952380952381,804.192713921274,0.162184980670914,150,23,0.010468
3,39.28571428571429,805.5089049424219,0.03991819799604028,100,32,0.012712
4,39.819004524886886,808.1412869847173,0.018161355993137958,100,32,0.014924
5,42.512077294685994,794.9951124144671,0.09863699404781363,100,35,0.01704
6,47.05882352941177,813.4060510693083,0.17306517878285743,100,38,0.019143999999999998
7,41.90476190476191,804.192713921274,-0.19934183501416572,0,0,0.0235
