,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,inf,51.33144982476218,inf,100,28,0.069192
1,inf,52.64764084590992,,0,0,0.13838799999999998
2,inf,52.64764084590992,,0,0,0.207584
3,inf,52.64764084590992,,0,0,0.27677199999999996
4,inf,43.20625610948191,,0,0,0.345972
5,inf,63.17716901509191,,0,0,0.415164
6,inf,52.64764084590992,,0,0,0.48435999999999996
7,inf,52.64764084590992,,0,0,0.5535519999999999
