,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,inf,44.750494719023436,inf,200,30,0.069196
1,inf,44.750494719023436,,150,14,0.13838799999999998
2,inf,44.750494719023436,,150,23,0.207584
3,inf,46.06668574017118,,100,32,0.27677999999999997
4,inf,46.06668574017118,,100,32,0.345972
5,inf,45.36656891495601,,100,35,0.415172
6,inf,46.06668574017118,,100,38,0.48435999999999996
7,inf,46.06668574017118,,0,0,0.5535559999999999
