,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,22.7390180878553,802.8765229001264,0.22552917538137762,100,18.7,0.0035039999999999997
1,inf,794.9793767732399,inf,100,1.0,0.07278
2,inf,801.5603318789786,,100,1.0,0.142064
3,inf,800.2441408578309,,100,1.0,0.211344
4,inf,787.434017595308,,100,1.0,0.280624
5,inf,805.5089049424219,,100,1.0,0.349908
6,inf,801.5603318789786,,100,1.0,0.419188
