,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,7.850133809099019,789.7146126886489,0.027782454135643182,200,23,0.007896
1,inf,2.632382042295496,inf,0,0,0.077084
2,inf,0.0,,0,0,0.146276
3,inf,0.0,,0,0,0.21545999999999998
4,inf,0.0,,0,0,0.28465199999999996
5,inf,0.0,,0,0,0.353848
6,inf,0.0,,0,0,0.42303199999999996
7,inf,0.0,,0,0,0.492224
