,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,18.683651804670916,796.2955677943877,0.1547860324946819,250,13,0.006148
1,inf,2.632382042295496,inf,0,0,0.07533999999999999
2,inf,0.0,,0,0,0.144528
3,inf,0.0,,0,0,0.21372
4,inf,0.0,,0,0,0.282904
5,inf,0.0,,0,0,0.35209599999999996
6,inf,0.0,,0,0,0.421284
7,inf,0.0,,0,0,0.49047599999999997
