,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,20.512820512820515,818.6708151538993,0.17651799193419507,200,15,0.005052
1,29.729729729729733,822.6193882173425,0.19240481596398573,150,14,0.008048
2,36.97478991596639,816.0384331116038,0.20404824668794486,150,14,0.010392
3,inf,2.632382042295496,inf,0,0,0.07958
4,inf,0.0,,0,0,0.14876799999999998
5,inf,0.0,,0,0,0.21796
6,inf,0.0,,0,0,0.287148
7,inf,0.0,,0,0,0.35634
