,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,20.000000000000004,816.0384331116038,0.16888675843819032,200,15,0.00514
1,31.541218637992834,822.6193882173425,0.24715266869787134,150,14,0.00814
2,36.66666666666667,816.0384331116038,0.14760532587911987,150,18,0.010532
3,inf,2.632382042295496,inf,0,0,0.07972
4,inf,0.0,,0,0,0.148912
5,inf,0.0,,0,0,0.2181
6,inf,0.0,,0,0,0.287292
7,inf,0.0,,0,0,0.35648399999999997
