,Velocities [m/s],Voltages [V],Efficiency [%],Windings [-],Positions [mm],Trigger times [s]
0,20.952380952380956,816.0384331116038,0.1853541747938415,200,15,0.0050279999999999995
1,30.555555555555557,822.6193882173425,0.2055170843075487,150,14,0.008028
2,37.60683760683761,812.0898600481606,0.2049092559970768,150,8,0.01032
3,inf,2.632382042295496,inf,0,0,0.079512
4,inf,0.0,,0,0,0.148696
5,inf,0.0,,0,0,0.217892
6,inf,0.0,,0,0,0.287076
7,inf,0.0,,0,0,0.356268
